ahead,811
prepared,812
forward,813
ripe,814
matter,815
critical,816
self-reliant,817
harnessed,818
Concerted,819
fine-tune,820
review,821
regarding,822
project,823
Sub-national,824
earnestly,825
unlocked,826
strive,827
higher,828
expanding,829
putting,830
Clean,831
promoted,832
intensified,833
Market-oriented,834
approaches,835
applied,836
toward,837
Efforts,838
renovate,839
conserve,840
resources,841
reduce,842
carbon,843
emissions,844
flexible,845
upgrade,846
heating,847
aim,848
transforming,849
220,850
kilowatts,851
Such,852
routine,853
repair,854
maintenance,855
units,856
avoid,857
disrupting,858
Financial,859
Nuclear,860
developed,861
absolute,862
With,863
preparations,864
comprehensive,865
Sanmen,866
Zhejiang,867
Province,868
Haiyang,869
Shandong,870
Lufeng,871
Guangdong,872
unleash,873
quality,874
Government,875
departments,876
across,877
Regulations,878
March,879
11,880
central,881
authorities,882
steadfast,883
accurate,884
implementation,885
principle,886
one,887
systems,888
Hong,889
Kong,890
Special,891
Administrative,892
Region,893
HKSAR,894
Friday,895
Under,896
administer,897
degree,898
autonomy,899
accordance,900
Basic,901
Law,902
press,903
conference,904
after,905
closing,906
fifth,907
session,908
13th,909
National,910
People's,911
most,912
bonds,913
momentum,914
Tuesday,915
complexities,916
landscape,917
When,918
formulating,919
year's,920
macro,921
various,922
outside,923
account,924
Keeping,925
quarter,926
achieving,927
annual,928
target,929
decisions,930
plans,931
laid,932
Work,933
Report,934
priority,935
introduced,936
whenever,937
could,938
adversely,939
affect,940
expectations,941
avoided,942
Contingency,943
cope,944
uncertainty,945
drafted,946
Tax,947
refund,948
planned,949
tide,950
them,951
leverage,952
ratio,953
generally,954
365,955
$575,956
local,957
allocated,958
Ministry,959
Finance,960
had,961
funneled,962
146,963
2022,964
last,965
deliaver,966
remainder,967
faster,968
prioritizing,969
regions,970
strong,971
ability,972
debt,973
candidate,974
advance,975
issued,976
September,977
they,978
launch,979
expedited,980
generate,981
activity,982
Reform-oriented,983
market-based,984
special-purpose,985
attract,986
private,987
sector,988
Treasury,989
way,990
treasury,991
primary-level,992
livelihood,993
Fund,994
strengthened,995
forestall,996
risks,997
prevent,998
idleness,999
buildings,1000
violation,1001
regulations,1002
prohibited,1003
vanity,1004
tolerated,1005
thorough,1006
investigation,1007
cases,1008
involving,1009
abduction,1010
women,1011
children,1012
rescue,1013
rehabilitation,1014
families,1015
instruction,1016
teleconference,1017
Cabinet,1018
cracking,1019
human,1020
trafficking,1021
highlighted,1022
offer,1023
care,1024
victims,1025
protect,1026
privacy,1027
outrageous,1028
act,1029
offenders,1030
justice,1031
He,1032
different,1033
bolster,1034
coordination,1035
assume,1036
saying,1037
treat,1038
issues,1039
indifference,1040
refine,1041
used,1042
fight,1043
crackdowns,1044
preventive,1045
rights,1046
uphold,1047
Kezhi,1048
Councilor,1049
Minister,1050
Public,1051
Security,1052
investigated,1053
stringently,1054
community-based,1055
system,1056
crime,1057
prevention,1058
network,1059
fighting,1060
offenses,1061
relevant,1062
laws,1063
refined,1064
10932,1065
missing,1066
abducted,1067
found,1068
thanks,1069
known,1070
Reunion,1071
2016,1072
interministerial,1073
joint,1074
came,1075
high-profile,1076
case,1077
Fengxian,1078
county,1079
Jiangsu,1080
province,1081
light,1082
video,1083
middle-aged,1084
woman,1085
being,1086
confined,1087
brick,1088
shack,1089
went,1090
viral,1091
media,1092
late,1093
January,1094
triggering,1095
widespread,1096
outrage,1097
An,1098
official,1099
Xiaohuamei,1100
mother,1101
eight,1102
later,1103
diagnosed,1104
mental,1105
illnesses,1106
victim,1107
1990s,1108
police,1109
detained,1110
women's,1111
husband,1112
illegal,1113
detention,1114
couple,1115
Another,1116
17,1117
officials,1118
were,1119
punished,1120
wrongdoing,1121
dereliction,1122
duty,1123
connection,1124
its,1125
rebates,1126
navigate,1127
Small,1128
firms,1129
large,1130
cover,1131
wide,1132
helping,1133
stressing,1134
financially,1135
strapped,1136
country's,1137
goal,1138
value-added,1139
VAT,1140
these,1141
June,1142
manufacturing,1143
R&D-intensive,1144
Since,1145
reform,1146
2013,1147
reduced,1148
taxes,1149
87,1150
about,1151
1374,1152
US,1153
dollars,1154
Businesses,1155
benefited,1156
sources,1157
revenue,1158
cultivate,1159
Feb,1160
15,1161
gather,1162
wisdom,1163
sides,1164
government's,1165
specified,1166
While,1167
chairing,1168
briefed,1169
handling,1170
suggestions,1171
deputies,1172
Congress,1173
NPC,1174
proposals,1175
Consultative,1176
Conference,1177
CPPCC,1178
Last,1179
offices,1180
handled,1181
8666,1182
5718,1183
submitted,1184
accounting,1185
964,1186
934,1187
respectively,1188
4300,1189
pieces,1190
advice,1191
subsequently,1192
1600,1193
sessions,1194
taking,1195
soon,1196
collect,1197
via,1198
means,1199
hotlines,1200
messages,1201
decision-making,1202
process,1203
played,1204
supporting,1205
not,1206
yet,1207
recovered,1208
face,1209
slew,1210
stronger,1211
Specifically,1212
income,1213
reductions,1214
exemptions,1215
prolong,1216
deferrals,1217
medium,1218
micro-sized,1219
scope,1220
improved,1221
providing,1222
incentive,1223
calling,1224
mid-,1225
manufacturers,1226
costs,1227
shore,1228
weak,1229
links,1230
speed,1231
adoption,1232
carbon-cutting,1233
technologies,1234
Regarding,1235
transport,1236
faced,1237
form,1238
anchoring,1239
amid,1240
complicated,1241
bulk,1242
commodities,1243
usage,1244
daily,1245
life,1246
oil,1247
gas,1248
goods,1249
upcoming,1250
Spring,1251
Festival,1252
lives,1253
remained,1254
easy,1255
feat,1256
It's,1257
sale,1258
smoother,1259
Normal,1260
maintained,1261
prioritized,1262
Coal-fired,1263
guided,1264
operational,1265
through,1266
multiple,1267
Safe,1268
kept,1269
Greater,1270
winter,1271
North,1272
Production,1273
meat,1274
eggs,1275
dairy,1276
aquatic,1277
exercised,1278
Business,1279
e-commerce,1280
platforms,1281
operate,1282
usual,1283
guidance,1284
necessities,1285
fine-tuning,1286
lockdown,1287
leveraging,1288
actors,1289
enforcing,1290
These,1291
smoothly,1292
homes,1293
extend,1294
another,1295
preferential,1296
relating,1297
technology,1298
startups,1299
medical,1300
education,1301
2023,1302
Extension,1303
expired,1304
tax-and,1305
fee-cut,1306
deliver,1307
widely,1308
shared,1309
Taxes,1310
fees,1311
much,1312
allow,1313
nurture,1314
base,1315
incubation,1316
science,1317
parks,1318
established,1319
universities,1320
Real,1321
estate,1322
exempt,1323
real,1324
urban,1325
land-use,1326
Conditions,1327
certifying,1328
technology-based,1329
venture,1330
capital,1331
individual,1332
angel,1333
investors,1334
taxable,1335
deducted,1336
start-ups,1337
Personal,1338
bonuses,1339
drugs,1340
employers,1341
Nov,1342
30,1343
co-chaired,1344
26th,1345
regular,1346
between,1347
Russian,1348
heads,1349
his,1350
counterpart,1351
Mikhail,1352
Mishustin,1353
link,1354
urging,1355
inspire,1356
cooperation,1357
potential,1358
bilateral,1359
nations,1360
global,1361
partners,1362
each,1363
attaches,1364
relations,1365
Russia,1366
spite,1367
pandemic,1368
witnessed,1369
vitality,1370
Amid,1371
twists,1372
turns,1373
recovery,1374
willing,1375
communication,1376
jointly,1377
sustainable,1378
bigger,1379
safeguarding,1380
regional,1381
peace,1382
trade,1383
mutual,1384
access,1385
cutting-edge,1386
big,1387
data,1388
artificial,1389
intelligence,1390
forging,1391
closer,1392
partnership,1393
promoting,1394
whole,1395
chain,1396
long,1397
term,1398
deeper,1399
culture,1400
youth,1401
health,1402
sports,1403
ready,1404
deepen,1405
finance,1406
among,1407
synergy,1408
Eurasian,1409
Economic,1410
Union,1411
Belt,1412
Road,1413
Initiative,1414
consolidating,1415
traditional,1416
friendship,1417
pressures,1418
respect,1419
equality,1420
adding,1421
supports,1422
holding,1423
Beijing,1424
Winter,1425
Olympics,1426
leaders,1427
announced,1428
documents,1429
concluded,1430
digital,1431
customs,1432
Dec,1433
16,1434
world,1435
welcome,1436
achieve,1437
common,1438
when,1439
attending,1440
virtual,1441
dialogue,1442
Global,1443
CEO,1444
nearly,1445
Fortune,1446
500,1447
Schneider,1448
Electric,1449
Dow,1450
ABB,1451
Panasonic,1452
Cargill,1453
Rio,1454
Tinto,1455
Starbucks,1456
Volkswagen,1457
spoke,1458
topics,1459
innovation-driven,1460
transition,1461
multinational,1462
companies',1463
recognized,1464
contributions,1465
opening-up,1466
modernization,1467
drive,1468
engaged,1469
in-depth,1470
discussions,1471
world's,1472
largest,1473
huge,1474
vigorously,1475
strategy,1476
continuously,1477
inspired,1478
ideas,1479
innovation,1480
unleashed,1481
institutional,1482
extra,1483
deduction,1484
research,1485
expenses,1486
overpaid,1487
share,1488
upgrading,1489
incentives,1490
Through,1491
climate,1492
challenge,1493
sure,1494
path,1495
functions,1496
foster,1497
world-class,1498
governed,1499
legal,1500
framework,1501
intellectual,1502
property,1503
equal,1504
treatment,1505
foreign-invested,1506
foreign,1507
promotion,1508
highly,1509
attractive,1510
destination,1511
run,1512
Updating,1513
participants,1514
state,1515
prominent,1516
pursue,1517
structural,1518
adjustment,1519
proper,1520
150,1521
every,1522
overcome,1523
unlock,1524
internal,1525
dynamism,1526
solidify,1527
extensively,1528
entrepreneurship,1529
initiative,1530
ingenuity,1531
pooling,1532
strength,1533
design,1534
execute,1535
around,1536
ramp,1537
lowering,1538
cost,1539
lessen,1540
corporate,1541
burdens,1542
expressed,1543
appreciation,1544
valuable,1545
applauded,1546
active,1547
addressing,1548
change,1549
They,1550
optimism,1551
future,1552
readiness,1553
actively,1554
participate,1555
contribute,1556
desire,1557
send,1558
positive,1559
message,1560
working,1561
together,1562
July,1563
14,1564
fix,1565
discovered,1566
audits,1567
budget,1568
expenditures,1569
farmers',1570
solid,1571
rectification,1572
severely,1573
punish,1574
violations,1575
scalping,1576
evasion,1577
Typical,1578
publicly,1579
exposed,1580
tighten,1581
belts,1582
interests,1583
reducing,1584
overseas,1585
visits,1586
government-procured,1587
receptions,1588
Violations,1589
administrative,1590
allowed,1591
benefiting,1592
cutting,1593
elderly,1594
embezzlement,1595
vitalization,1596
demand,1597
connect,1598
markets,1599
farms,1600
cooperatives,1601
Internet,1602
Plus,1603
approach,1604
develop,1605
specialized,1606
cold-chain,1607
processing,1608
sales,1609
available,1610
villages,1611
courier,1612
postal,1613
Jan,1614
4,1615
practice,1616
list-based,1617
requiring,1618
regulate,1619
exercise,1620
category-based,1621
credit,1622
fairer,1623
Both,1624
aimed,1625
fostering,1626
continuing,1627
government-imposed,1628
transaction,1629
significance,1630
urgent,1631
present,1632
relatively,1633
List,1634
Items,1635
Requiring,1636
Approval,1637
Stipulated,1638
Laws,1639
Decisions,1640
Edition,1641
provinces,1642
cities,1643
counties,1644
compiling,1645
lists,1646
shall,1647
stipulated,1648
law,1649
information,1650
elements,1651
covered,1652
broadly,1653
unified,1654
see,1655
item,1656
processed,1657
standards,1658
list,1659
compiled,1660
locality,1661
go,1662
beyond,1663
competent,1664
follow,1665
Procedures,1666
transparent,1667
shape,1668
Implementation,1669
protocols,1670
requirements,1671
materials,1672
charging,1673
clearly,1674
released,1675
No,1676
imposed,1677
against,1678
any,1679
Disguised,1680
overhauled,1681
responsible,1682
Oversight,1683
specify,1684
overseeing,1685
regulatory,1686
rules,1687
Priority,1688
directly,1689
concerning,1690
possessing,1691
Service,1692
bolstered,1693
Practices,1694
notification,1695
commitment,1696
integrated,1697
one-stop,1698
on-line,1699
easier,1700
citizens,1701
Lower,1702
predictable,1703
confidence,1704
creativity,1705
Rolling,1706
polices,1707
enabled,1708
groundwork,1709
players,1710
disturbed,1711
compete,1712
level-playing,1713
field,1714
honesty,1715
faith,1716
competition,1717
pursued,1718
random,1719
selection,1720
inspectors,1721
inspection,1722
prompt,1723
release,1724
results,1725
stand,1726
making,1727
bad,1728
Credit,1729
cornerstone,1730
Regulation,1731
Market,1732
poor,1733
record,1734
frequent,1735
stringent,1736
supervision,1737
categorizing,1738
Information,1739
collected,1740
registration,1741
filing,1742
penalties,1743
inclusion,1744
catalogue,1745
anomalies,1746
acts,1747
forms,1748
ownership,1749
categorized,1750
categorization,1751
guard,1752
behaving,1753
irresponsibly,1754
enforcement,1755
frequency,1756
sampled,1757
inspections,1758
low,1759
records,1760
targeted,1761
checks,1762
on-site,1763
Inter-agency,1764
whole-process,1765
bear,1766
drug,1767
equipment,1768
Sound,1769
models,1770
room,1771
Risk,1772
monitoring,1773
warning,1774
enhanced,1775
Big,1776
analysis,1777
methods,1778
employed,1779
identify,1780
alert,1781
concerned,1782
front-load,1783
defuse,1784
latent,1785
6,1786
UK,1787
expressing,1788
hopes,1789
trust,1790
deepening,1791
mutually,1792
beneficial,1793
win-win,1794
ties,1795
current,1796
permanent,1797
United,1798
Nations,1799
economies,1800
represent,1801
defending,1802
multilateral,1803
China-UK,1804
relationship,1805
conducive,1806
maintaining,1807
free,1808
responding,1809
enhancing,1810
peoples,1811
consolidate,1812
seek,1813
ground,1814
shelving,1815
differences,1816
consensus,1817
divergences,1818
Calling,1819
mankind,1820
community,1821
solidarity,1822
ultimate,1823
victory,1824
vaccines,1825
vaccine-related,1826
strengthening,1827
communications,1828
parties,1829
sharing,1830
achievements,1831
scientific,1832
accelerate,1833
defeating,1834
stated,1835
goals,1836
peaking,1837
2030,1838
neutrality,1839
2060,1840
inevitable,1841
willingness,1842
unswervingly,1843
industry,1844
opening,1845
paradigm,1846
devote,1847
ourselves,1848
creating,1849
treating,1850
equally,1851
welcoming,1852
Britain,1853
just,1854
non-discriminatory,1855
invest,1856
history,1857
splendid,1858
exchanges,1859
boast,1860
hoped,1861
concepts,1862
openness,1863
tolerance,1864
inclusiveness,1865
diversity,1866
civilizations,1867
colorful,1868
civilization,1869
society,1870
awareness,1871
understanding,1872
factors,1873
British,1874
partner,1875
greatly,1876
values,1877
agriculture,1878
healthcare,1879
looks,1880
practical,1881
renowned,1882
institutions,1883
Standard,1884
Life,1885
Diageo,1886
Jardine,1887
Matheson,1888
AstraZeneca,1889
Walgreens,1890
Boots,1891
Alliance,1892
Petroleum,1893
29,1894
President,1895
Xi,1896
Jinping,1897
Vladimir,1898
Putin,1899
sent,1900
congratulatory,1901
letters,1902
third,1903
China-Russia,1904
Forum,1905
beginning,1906
celebrating,1907
20th,1908
anniversary,1909
signing,1910
Treaty,1911
Good-Neighborliness,1912
Friendly,1913
Cooperation,1914
pushed,1915
strategic,1916
all-round,1917
achieved,1918
fruitful,1919
direction,1920
ways,1921
remarkable,1922
demonstrated,1923
broad,1924
era,1925
forge,1926
tackle,1927
Russia-China,1928
unprecedentedly,1929
cross-border,1930
pipelines,1931
operating,1932
stably,1933
liquefied,1934
natural,1935
Arctic,1936
region,1937
explore,1938
informatization,1939
enrich,1940
four-point,1941
proposal,1942
ceremony,1943
off-line,1944
Moscow,1945
always,1946
wide-ranging,1947
personal,1948
reached,1949
high-level,1950
then,1951
proposal:,1952
pattern,1953
upper,1954
lower,1955
connotations,1956
pilot,1957
alignment,1958
join,1959
hands,1960
renewable,1961
hydrogen,1962
smart,1963
MOSCOW,1964
interstate,1965
arena,1966
appreciate,1967
us,1968
treats,1969
president,1970
forum,1971
Turning,1972
economically,1973
shouldn't,1974
contained,1975
sanctions,1976
context,1977
unjustified,1978
contradict,1979
norms,1980
Asked,1981
military,1982
right,1983
defend,1984
itself,1985
does,1986
threat,1987
significant,1988
factor,1989
contributing,1990
satisfied,1991
think,1992
even,1993
meaningful,1994
lead,1995
WASHINGTON,1996
28,1997
ambassadors,1998
stop,1999
using,2000
value-based,2001
diplomacy,2002
provoke,2003
division,2004
confrontation,2005
array,2006
Ambassador,2007
States,2008
Qin,2009
Gang,2010
Anatoly,2011
Antonov,2012
co-authored,2013
article,2014
Respecting,2015
Democratic,2016
Rights,2017
published,2018
Interest,2019
website,2020
US-led,2021
so-called,2022
online,2023
Summit,2024
Democracy,2025
evident,2026
product,2027
Cold-War,2028
mentality,2029
event,2030
stoke,2031
ideological,2032
rift,2033
'dividing,2034
lines',2035
trend,2036
contradicts,2037
modern,2038
impossible,2039
shaping,2040
polycentric,2041
architecture,2042
but,2043
strain,2044
objective,2045
firmly,2046
reject,2047
move,2048
fairness,2049
democracy,2050
freedom,2051
humanity,2052
prerogative,2053
universal,2054
model,2055
fit,2056
Whether,2057
depends,2058
whether,2059
meets,2060
realities,2061
follows,2062
times,2063
brings,2064
Ultimately,2065
relies,2066
proven,2067
contribution,2068
Therefore,2069
criterion,2070
ie,2071
govern,2072
met,2073
sense,2074
fulfillment,2075
happiness,2076
wrote,2077
If,2078
only,2079
awakened,2080
casting,2081
votes,2082
hibernation,2083
voting,2084
if,2085
served,2086
sweet-sounding,2087
slogans,2088
campaigns,2089
say,2090
election,2091
wooed,2092
canvassing,2093
left,2094
cold,2095
genuine,2096
What,2097
extensive,2098
socialist,2099
reflects,2100
suits,2101
democratic,2102
federative,2103
law-governed,2104
republican,2105
Russia's,2106
political,2107
reflected,2108
truly,2109
hegemony,2110
abroad,2111
unity,2112
prosperity,2113
goes,2114
respectful,2115
despite,2116
views,2117
sovereignty,2118
violated,2119
interfering,2120
countries',2121
affairs,2122
pretext,2123
protecting,2124
hindering,2125
wielding,2126
stick,2127
infringing,2128
territorial,2129
integrity,2130
UN,2131
Charter,2132
obviously,2133
anti-democratic,2134
International,2135
principles,2136
consultation,2137
spirit,2138
true,2139
multilateralism,2140
Seeking,2141
supremacy,2142
oneself,2143
hegemonism,2144
unilateralism,2145
seen,2146
shortage,2147
wars,2148
turmoil,2149
worldwide,2150
prove,2151
spreading,2152
undermine,2153
bombings,2154
Yugoslavia,2155
intervention,2156
Iraq,2157
Afghanistan,2158
Libya,2159
nothing,2160
harm,2161
instead,2162
condescendingly,2163
criticizing,2164
others,2165
Certain,2166
themselves,2167
what,2168
going,2169
Is,2170
rallies,2171
dispersed,2172
rubber,2173
bullets,2174
tear,2175
look,2176
very,2177
Faced,2178
urgently,2179
today,2180
counter,2181
neutralize,2182
threats,2183
call,2184
countries:,2185
harmonious,2186
coexistence,2187
ideologies,2188
histories,2189
cultures,2190
26,2191
condolence,2192
mine,2193
accident,2194
caused,2195
heavy,2196
casualties,2197
shocked,2198
learn,2199
explosion,2200
occurred,2201
Belovo,2202
city,2203
Kemerovo,2204
behalf,2205
name,2206
deep,2207
condolences,2208
sincere,2209
sympathies,2210
bereaved,2211
HONG,2212
KONG,2213
strongly,2214
objected,2215
false,2216
Britain's,2217
six-monthly,2218
report,2219
clear,2220
repeatedly,2221
intervening,2222
interference,2223
violates,2224
non-intervention,2225
comments,2226
smearing,2227
truth,2228
adopting,2229
double,2230
spokesman,2231
Any,2232
person,2233
vital,2234
restored,2235
safeguarded,2236
enjoy,2237
freedoms,2238
emphasized,2239
actions,2240
agencies,2241
evidence,2242
stance,2243
background,2244
occupation,2245
Prosecutorial,2246
Department,2247
Justice,2248
applicable,2249
Prosecution,2250
Code,2251
benchmark,2252
irrespective,2253
beliefs,2254
defendants,2255
constitutional,2256
judges,2257
judicial,2258
else,2259
opposed,2260
misleading,2261
claims,2262
politicians,2263
improvement,2264
Kong's,2265
electoral,2266
committed,2267
elections,2268
Thursday,2269
voiced,2270
opposition,2271
disapproval,2272
distorted,2273
blatantly,2274
meddled,2275
trampled,2276
upon,2277
governing,2278
spokesperson,2279
Office,2280
Commissioner,2281
Foreign,2282
Affairs,2283
defended,2284
Country,2285
